SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES,GROUP
Desmodium rotundifolium,DESROT,DC.,6,,ROUND-LEAVED TICK-TREFOIL,Fabaceae,,(UPL),forb,PE,shade,DERO3,,DI,native,,,,,
Desmodium sessilifolium,DESSES,(Torr.) Torr. & A. Gray,8,,SESSILE TICK-TREFOIL,Fabaceae,,(UPL),forb,PE,full,DESE,T,DI,native,,,,,
Desmodium sp.,DESMOD,Desv.,,,TICK-TREFOIL,Fabaceae,,ND,forb,PE,ND,DESMO,,DI,,,,,,
Desmodium viridiflorum,DESVIR,(L.) DC.,5,,VELVETY TICK-TREFOIL,Fabaceae,193.00,(UPL),forb,PE,shade,DEVI4,,DI,native,,,,,
Dianthus armeria,DIAARM,L.,0,,DEPTFORD-PINK,Caryophyllaceae,,UPL,forb,AN,advent,DIAR,,DI,adventive,UPL,UPL,UPL,,
Dianthus barbatus,DIABAR,L.,0,,SWEET WILLIAM,Caryophyllaceae,,(UPL),forb,PE,advent,DIBA,,DI,adventive,,,,,
Dianthus caryophyllus,DIACAR,L.,0,,CARNATION,Caryophyllaceae,,(FACU),forb,PE,advent,DICA26,,DI,adventive,,,,,
Dianthus deltoides,DIADEL,L.,0,,MAIDEN-PINK,Caryophyllaceae,,(UPL),forb,PE,advent,DIDE,,DI,adventive,UPL,FACU,UPL,,
Dianthus sp.,DIANTH,L.,,,PINK,Caryophyllaceae,,UPL,forb,ND,advent,DIANT,,DI,,,,,,
Diarrhena americana,DIAAME,P. Beauv. (sensu stricto),7,syn,AMERICAN BEAK GRASS,Poaceae,194.00,(FAC+),grass,PE,shade,DIAM,,MO,native,,,FACU,syn. Diarrhena americana var. obovata; this species occurs in other Corps regions in Ohio,
Diarrhena obovata,DIAOBO,(Gleason) Brandenburg,7,syn,OBOVATE BEAK GRASS,Poaceae,,(FAC+),grass,PE,shade,DIOB3,,MO,native,,,FACU,This species occurs in other Corps regions in Ohio,
Diarrhena sp.,DIARRH,P. Beauv.,7,,BEAK GRASS,Poaceae,,FAC+,grass,PE,shade,DIARR,,MO,,,,,,
Dicentra canadensis,DICCAN,(Goldie) Walp.,6,,SQUIRREL-CORN,Fumariaceae,,(UPL),forb,PE,shade,DICA,,DI,native,,,,,
Dicentra cucullaria,DICCUC,(L.) Bernh.,6,,DUTCHMAN'S-BREECHES,Fumariaceae,,(UPL),forb,PE,shade,DICU,,DI,native,,,,,
Dicentra eximia,DICEXI,(Ker Gawl.) Torr.,0,,WILD BLEEDING-HEART,Fumariaceae,,(FACU),forb,PE,advent,DIEX,,DI,adventive,,,,,
Dicentra sp.,DICENT,L.,6,,BLEEDING-HEART,Fumariaceae,,UPL,forb,PE,shade,DICEN,,DI,,,,,,
Dichanthelium boreale,DICBOR,(Nash) Freckmann,6,syn,NORTHERN PANIC GRASS,Poaceae,195.00,FACU,grass,PE,full,DIBO,P,MO,native,FACU,FAC,FAC,,
Dichanthelium boscii,DICBOS,(Poir.) Gould & Clark,6,syn,BOSC'S PANIC GRASS,Poaceae,,(UPL),grass,PE,shade,DIBO2,,MO,native,,,,,
Dichanthelium clandestinum,DICCLA,(L.) Gould,2,syn,DEER'S-TONGUE PANIC GRASS,Poaceae,,FAC+,grass,PE,shade,DICL,,MO,native,FAC,FACW,FACW,,
Dichanthelium columbianum,DICCOL,(Scribn.) Freckmann,6,syn,AMERICAN PANIC GRASS,Poaceae,,FACU,grass,PE,full,DISAT,,MO,native,,,,,
Dichanthelium commutatum,DICCOM,(Schult.) Gould,5,syn,VARIABLE PANIC GRASS,Poaceae,196.00,FACU+,grass,PE,shade,DICO2,,MO,native,FACU,FAC,FAC,,
Dichanthelium depauperatum,DICDEP,(Muhl.) Gould,8,syn,STARVED PANIC GRASS,Poaceae,,(UPL),grass,PE,shade,DIDE4,,MO,native,,,,,
Dichanthelium dichotomum,DICDIC,(L.) Gould,4,syn,FORKING PANIC GRASS,Poaceae,,FAC,grass,PE,partial,DIDID,,MO,native,FAC,FAC,FAC,,
Dichanthelium implicatum,DICIMP,(Scribn.) Kerguelen,9,syn,SOUTHERN HAIRY PANIC GRASS,Poaceae,,(FACW),grass,PE,full,DIACF,,MO,native,,,,,
Dichanthelium lanuginosum,DICLAN,(Elliott) Gould,3,syn,WESTERN PANIC GRASS,Poaceae,,FAC,grass,PE,full,DIACF,,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. acuminatum),
Dichanthelium latifolium,DICLAT,(L) Harvill,4,syn,BROAD-LEAVED PANIC GRASS,Poaceae,,FACU-,grass,PE,shade,DILA8,,MO,native,FACU,FACU,FACU,,
Dichanthelium laxiflorum,DICLAX,(Lam.) Gould,7,syn,PALE GREEN PANIC GRASS,Poaceae,,FACU,grass,PE,shade,DILA9,,MO,native,FACU,FACU,FACU,,
Dichanthelium leibergii,DICLEI,(Vasey) Freckmann,8,syn,LEIBERG'S PANIC GRASS,Poaceae,,FACU,grass,PE,full,DILE2,T,MO,native,FACU,FACU,FACU,,
Dichanthelium lindheimeri,DICLIN,(Nash) Gould,9,syn,LINDHEIMER'S PANIC GRASS,Poaceae,,(OBL),grass,PE,full,DIACL,T,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. lindheimeri),
Dichanthelium linearifolium,DICLINE,(Scribn.) Gould,4,syn,LINEAR-LEAVED PANIC GRASS,Poaceae,,(UPL),grass,PE,full,DILI2,,MO,native,,,,,
Dichanthelium meridionale,DICMER,(Ashe) Freckmann,9,syn,SOUTHERN HAIRY PANIC GRASS,Poaceae,,(UPL),grass,PE,full,DIME2,T,MO,native,,,,,
Dichanthelium microcarpon,DICMIC,(Muhl. ex Elliott) Mohlenbr.,5,syn,SMALL-FRUITED PANIC GRASS,Poaceae,197.00,(FACU),grass,PE,full,DIDID,,MO,native,FAC,FAC,FAC,syn. Dichanthelium dichotomum (subsp. microcarpon),
Dichanthelium oligosanthes,DICOLI,(Schult.) Gould,6,syn,FEW-FLOWERED PANIC GRASS,Poaceae,199.00,FACU,grass,PE,partial,DIOLO,,MO,native,FACU,FACU,FACU,,
Dichanthelium perlongum,DICPER,(Nash) Freckmann,9,syn,LONG-PANICLED PANIC GRASS,Poaceae,200.00,(UPL),grass,PE,full,DILI2,E,MO,native,,,,,
Dichanthelium polyanthes,DICPOL,(Schult.) Mohlen.,3,syn,MANY-FLOWERED PANIC GRASS,Poaceae,,(FACU),grass,PE,shade,DISPI,,MO,native,FACU,FACU,FACU,syn. Dichanthelium sphaerocarpon (subsp. polyanthes)???,
Dichanthelium praecocius,DICPRA,(Hitchc. & Chase) Mohlenbr.,9,syn,EARLY PANIC GRASS,Poaceae,,(UPL),grass,PE,full,DIVIP,E,MO,native,,,,,
Dichanthelium scoparium,DICSCO,(Lam.) Gould,6,syn,VELVET PANIC GRASS,Poaceae,201.00,FACW,grass,PE,full,DIOLS,E,MO,native,FACW,FACW,FACW,,
Dichanthelium sp.,DICHAN,(Hitchc. & Chase) Gould,,,PANIC GRASS,Poaceae,,ND,grass,ND,ND,PANIC,,MO,,,,,,
Dichanthelium sphaerocarpon,DICSPH,(Elliott) Gould,4,syn,ROUND-FRUITED PANIC GRASS,Poaceae,,FACU,grass,PE,shade,DISPS3,,MO,native,FACU,FACU,FACU,,
Dichanthelium spretum,DICSPR,(Schult.) Freckmann,9,syn,NARROW-HEADED PANIC GRASS,Poaceae,,(FAC),grass,PE,full,DISP4,E,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. spretum),
Dichanthelium villosissimum,DICVIL,(Nash) Freckmann,6,syn,VILLOUS PANIC GRASS,Poaceae,556.00,(UPL),grass,PE,partial,DIVIV,E,MO,native,FACU,FACU,FACU,syn. Dichanthelium ovale (subsp. villosissimum),
Dichanthelium yadkinense,DICYAD,(Ashe) Mohlenbr.,7,syn,SPOTTED PANIC GRASS,Poaceae,198.00,(FAC),grass,PE,shade,DIDID,T,MO,native,FAC,FAC,FAC,syn. Dichanthelium dichotomum (subsp. yadkinense),
Diervilla lonicera,DIELON,Mill.,7,,BUSH-HONEYSUCKLE,Caprifoliaceae,,(UPL),shrub,W,full,DILO,,DI,native,,,,,
Digitalis grandiflora,DIGGRA,Mill.,0,,LARGE-FLOWERED FOXGLOVE,Scrophulariaceae,,(FACU),forb,PE,advent,DIGR4,,DI,adventive,,,,,
Digitalis lanata,DIGLAN,Ehrh.,0,,GRECIAN FOXGLOVE,Scrophulariaceae,,(FACU),forb,PE,advent,DILA3,,DI,adventive,,,,,
Digitalis lutea,DIGLUT,L.,0,,YELLOW FOXGLOVE,Scrophulariaceae,,(FACU),forb,PE,advent,DILU,,DI,adventive,,,,,
Digitalis purpurea,DIGPUR,L.,0,,PURPLE FOXGLOVE,Scrophulariaceae,,(FAC-),forb,BI,advent,DIPU,,DI,adventive,UPL,,FACU,,
Digitalis sp.,DIGITI,L.,,,FOXGLOVE,Scrophulariaceae,,ND,forb,BI,advent,DIPU,,DI,,,,,,
Digitaria filiformis,DIGFIL,(L.) Koeler,4,,SLENDER CRAB GRASS,Poaceae,,(UPL),grass,AN,full,DIFI,X,MO,native,,,,,
Digitaria ischaemum,DIGISC,(Schreb.) Muhl.,0,,SMOOTH CRAB GRASS,Poaceae,,UPL,grass,AN,advent,DIIS,,MO,adventive,UPL,FACU,FACU,,
Digitaria sanguinalis,DIGSAN,(L.) Scop.,0,,NORTHERN CRAB GRASS,Poaceae,,FACU-,grass,AN,advent,DISA,,MO,adventive,FACU,FACU,FACU,,
Digitaria sp.,DIGITA,Haller,,,CRAB GRASS,Poaceae,,ND,grass,AN,ND,DIGIT2,,MO,,,,,,
Digitialis lanata,DIGLAN,Ehrh.,0,,GRECIAN FOXGLOVE,Scrophulariaceae,,,forb,PE,advent,,,,,,,,,DI
Diodia sp.,DIODIA,L.,,,BUTTONWEED,Rubiaceae,,ND,forb,AN,full,DIODI,,DI,,,,,,
Diodia teres,DIOTER,Walter,3,,ROUGH BUTTONWEED,Rubiaceae,,(UPL),forb,AN,full,DITE2,,DI,native,UPL,FACU,FACU,,
Diodia virginiana,DIOVIR,L.,8,,VIRGINIA BUTTONWEED,Rubiaceae,,FACW,forb,AN,full,DIVI3,,DI,native,FACW,FACW,FACW,,
Dioscorea batatas,DIOBAT,Decne.,0,,CINNAMON-VINE,Dioscoreaceae,,(FACU),vine,PE,advent,DIOP,,DI,adventive,,,,,
Dioscorea quaternata,DIOQUA,J.F. Gmel.,5,,WHORLED-LEAVED YAM,Dioscoreaceae,,FACU,vine,PE,partial,DIQU,,DI,native,FAC,FAC,FAC,syn. Dioscorea villosa var. glabrifolia,
Dioscorea sp.,DIOSCO,L.,,,YAN,Dioscoreaceae,,ND,vine,PE,ND,DIOSC,,DI,,,,,,
Dioscorea villosa,DIOVIL,L.,4,,WILD YAM,Dioscoreaceae,,FAC+,vine,PE,partial,DIVI4,,DI,native,FAC,FAC,FAC,,
Diospyros virginiana,DSPVIR,L.,4,,PERSIMMON,Ebenaceae,,FAC-,sm tree,W,shade,DIVI5,,DI,native,FAC,FAC,FAC,,
Diphasiastrum digitatum,DIPDIG,(Dill. ex A. Braun) Holub,1,syn,GROUND-PINE,Lycopodiaceae,202.00,FACU-,fern,PE,shade,LYDI3,,SVP,native,,,,,
Diphasiastrum sp.,DIPHAS,Holub,,,GROUND-PINE,Lycopodiaceae,,ND,fern,PE,shade,LYCOP2,,SVP,,,,,,
Diphasiastrum tristachyum,DIPTRI,(Pursh) Holub,3,syn,BLUE GROUND-PINE,Lycopodiaceae,,(UPL),fern,PE,shade,LYTR,,SVP,native,,,,,
Diplotaxis muralis,DIPMUR,(L.) DC.,0,,SAND ROCKET,Brassicaceae,,(UPL),forb,AN,advent,DIMU2,,DI,adventive,,,,,
Diplotaxis sp.,DIPLOT,DC.,,,WALL ROCKET,Brassicaceae,,UPL,forb,ND,advent,DIPLO,,DI,,,,,,
Diplotaxis tenuifolia,DIPTEN,(L.) DC.,0,,PERENNIAL WALL ROCKET,Brassicaceae,,(UPL),forb,PE,advent,DITE4,,DI,adventive,,,,,
Dipsacas sativus,DIPSAT,(L.) Honck.,0,,INDIAN TEASEL,Dipsacaceae,,,forb,BI,advent,,,,,,,,,DI
Dipsacus fullonum,DIPFUL,L.,0,syn,WILD TEASEL,Dipsacaceae,,FACU-,forb,BI,advent,DIFU2,,DI,adventive,FACU,FACU,FACU,,
Dipsacus laciniatus,DIPLAC,L.,0,,CUT-LEAVED TEASEL,Dipsacaceae,,(UPL),forb,BI,advent,DILA4,,DI,adventive,,UPL,FACU,,
Dipsacus sativus,DIPSAT,(L.) Honck.,0,,INDIAN TEASEL,Dipsacaceae,,(UPL),forb,BI,advent,DISA9,,DI,adventive,,,,,
Dipsacus sp.,DIPSAC,L.,,,TEASEL,Dipsacaceae,,ND,forb,BI,advent,DIPSA,,DI,,,,,,
Dirca palustris,DIRPAL,L.,7,,LEATHERWOOD,Thymelaeaceae,,FAC,sm tree,W,shade,DIPA9,,DI,native,FAC,FAC,FAC,,
Dodecatheon meadia,DODMEA,L.,7,,SHOOTING STAR,Primulaceae,,FACU,forb,PE,partial,DOME,,DI,native,FACU,FACU,FACU,,
Doellingeria infirma,DOEINF,(Michx.) Greene,8,syn,WEAK ASTER,Asteraceae,,(UPL),forb,PE,shade,DOIN2,,DI,native,,,,,
Doellingeria sp.,DOELLI,Nees,,,ASTER,Asteraceae,,ND,forb,PE,ND,ASTER,,DI,,,,,,
Doellingeria umbellata,DOEUMB,(Mill.) Nees,3,syn,FLAT-TOPPED WHITE ASTER,Asteraceae,,FACW,forb,PE,partial,DOUMU,,DI,native,FACW,FACW,FACW,,
Dolichos lablab,DOLLAB,L.,0,,HYACINTH BEAN,Fabaceae,,(FACU),vine,PE,advent,LAPUP3,,DI,adventive,,,,,
Draba brachycarpa,DRABRA,Nutt. ex Torr. & A. Gray,9,,LITTLE WHITLOW-GRASS,Brassicaceae,,(UPL),forb,AN,full,DRBR,E,DI,native,,,,,
Draba cuneifolia,DRACUN,Nutt. ex Torr. & A. Gray,9,,WEDGE-LEAVED WHITLOW-GR.,Brassicaceae,,(UPL),forb,AN,full,DRCU,T,DI,native,,,,,
Draba reptans,DRAREP ,(Lam.) Fernald,7,,CAROLINA WHITLOW-GRASS,Brassicaceae,,(UPL),forb,AN,full,DRRE2,T,DI,native,,,,,
Draba sp.,DRABA,L.,,,DRABA,Brassicaceae,,UPL,forb,AN,full,DRABA,,DI,,,,,,
Dracocephalium parviflorum,DRAPAR,Nutt.,0,,AMERICAN DRAGONHEAD,Lamiaceae,,,forb,PE,advent,,,,,,,,,DI
Dracocephalum parviflorum,DRAPAR,Nutt.,0,,AMERICAN DRAGONHEAD,Lamiaceae,,(UPL),forb,PE,advent,DRPA2,,DI,adventive,FACU,FACU,FACU,,
Drosera intermedia,DROINT,Hayne,9,,NARROW-LEAVED SUNDEW,Droseraceae,,OBL,forb,PE,full,DRIN3,E,DI,native,OBL,OBL,OBL,,
Drosera rotundifolia,DROROT,L.,7,,ROUND-LEAVED SUNDEW,Droseraceae,,OBL,forb,PE,full,DRRO,,DI,native,OBL,OBL,OBL,,
Drosera sp.,DROSER,L.,,,SUNDEW,Droseraceae,,OBL,forb,PE,full,DROSE,,DI,,,,,,
Dryopteris carthusiana,DRYCAR,(Vill.) H.P. Fuchs,5,syn,SPINULOSE WOOD FERN,Dryopteridaceae,203.00,FAC+,fern,PE,shade,DRCA11,,SVP,native,FAC,FACW,FACW,,
Dryopteris celsa,DRYCEL,(W. Palmer) Small,8,,LOG WOOD FERN,Dryopteridaceae,,OBL,fern,PE,shade,DRCE,E,SVP,native,OBL,OBL,OBL,,
Dryopteris clintoniana,DRYCLI,(DC. Eaton) Dowell,8,syn,CLINTON'S WOOD FERN,Dryopteridaceae,,FACW+,fern,PE,shade,DRCL,E,SVP,native,FACW,FACW,FACW,,
Dryopteris cristata,DRYCRI,(L.) A. Gray,8,,CRESTED WOOD FERN,Dryopteridaceae,,FACW+,fern,PE,shade,DRCR4,,SVP,native,FACW,OBL,OBL,,
Dryopteris filix-mas,DRYFIL,L.,8,,MALE FERN,Dryopteridaceae,,(UPL),fern,PE,shade,DRFI2,E,SVP,native,,,,,
Dryopteris goldiana,DRYGOL,(Hook. ex Goldie) A. Gray,7,,GOLDIE'S FERN,Dryopteridaceae,,FAC+,fern,PE,shade,DRGO,,SVP,native,FAC,FAC,FAC,,
Dryopteris intermedia,DRYINT,(Muhl. ex Willd.) A. Gray,6,syn,EVERGREEN WOOD FERN,Dryopteridaceae,,FACU,fern,PE,shade,DRIN5,,SVP,native,FACU,FAC,FAC,,
Dryopteris marginalis,DRYMAR,(L.) A. Gray,5,,MARGINAL WOOD FERN,Dryopteridaceae,,FACU-,fern,PE,shade,DRMA4,,SVP,native,FACU,FACU,FACU,,
Dryopteris sp.,DRYOPT,Adans.,,,WOOD FERN,Dryopteridaceae,,ND,fern,PE,shade,DRYOP,,SVP,,,,,,
Duchesnea indica,DUCIND,(Andrews) Focke,0,,INDIAN-STRAWBERRY,Rosaceae,,FACU-,forb,PE,advent,DUIN,,DI,adventive,FACU,FACU,FACU,syn. Potentilla indica,
Dulichium arundinaceum,DULARU,(L.) Britton,6,,THREE-WAY SEDGE,Cyperaceae,204.00,OBL,sedge,PE,full,DUAR3,,MO,native,OBL,OBL,OBL,,
Dyssodia papposa,DYSPAP,(Vent.) Hitchc.,0,,STINKING-MARIGOLD,Asteraceae,,(UPL),forb,PE,advent,DYPA,,DI,adventive,,,,,
Echinacea purpurea,ECHPUR,(L.) Moench,6,,PURPLE CONEFLOWER,Asteraceae,,(UPL),forb,PE,full,ECPU,,DI,native,,,,,
Echinochloa crus-galli,ECHCRU,(L.) P. Beauv.,0,,BARNYARD GRASS,Poaceae,,FACU,grass,AN,advent,ECCR,,MO,adventive,FAC,FACW,FAC,,
Echinochloa muricata,ECHMUR,(P. Beauv.) Fernald,3,,ROUGH BARNYARD GRASS,Poaceae,205.00,FACW+,grass,AN,full,ECMU2,,MO,native,FACW,OBL,OBL,,
Echinochloa sp.,ECHINO,P. Beauv.,,,COCKSPUR GRASS,Poaceae,,ND,grass,AN,ND,ECHIN4,,MO,,,,,,
Echinochloa walteri,ECHWAL,(Pursh) A. Heller,6,,WALTER'S MILLET,Poaceae,,FACW+,grass,AN,full,ECWA,,MO,native,FACW,OBL,OBL,,
Echinocystis lobata,ECHLOB,(Michx.) Torr. & A. Gray,2,,WILD CUCUMBER,Cucurbitaceae,,FAC,vine,AN,shade,ECLO,,DI,native,FAC,FACW,FACW,,
Echinodorus berteroi,ECHBER,(Spreng.) Fassett,9,syn,BUR-HEAD,Alismataceae,,OBL,forb,AN,full,ECBE2,T,DI,native,OBL,OBL,OBL,,
Echium vulgare,ECHVUL,L.,0,,VIPER'S BUGLOSS,Boraginaceae,206.00,(UPL),forb,BI,advent,ECVU,,DI,adventive,,,,,
Eclipta prostrata,ECLPRO,(L.) L.,3,,YERBA-DE-TAJO,Asteraceae,207.00,FAC,forb,AN,full,ECPR,,DI,native,FAC,FACW,FACW,,
Elaeagnus angustifolia,ELAANG,L.,0,,RUSSIAN-OLIVE,Elaeagnaceae,,FACU,sm tree,W,advent,ELAN,,DI,adventive,FACU,FACU,FACU,,
Elaeagnus multiflora,ELAMUL,Thunb.,0,,RUSSIAN-OLIVE,Eleagnaceae,,(UPL),sm tree,W,advent,ELMU,,DI,adventive,,,,,
Elaeagnus sp.,ELAEAG,L.,,,OLEASTER,Elaeagnaceae,,FACU,sm tree,W,advent,ELAEA,,DI,,,,,,
Elaeagnus umbellata,ELAUMB,Thun.,0,,AUTUMN-OLIVE,Elaeagnaceae,,(FACU),sm tree,W,advent,ELUM,,DI,adventive,,,,,
Elatine triandra,ELATRI,Schkuhr,10,syn,WATERWORT,Elatinaceae,,OBL,forb,AN,full,ELTR,X,DI,native,,,OBL,,
Eleocharis acicularis,ELEACI,(L.) Roem. & Schult.,5,,NEEDLE SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELAC,,MO,native,OBL,OBL,OBL,,
Eleocharis compressa,ELECOM,Sull.,7,syn,FLAT-STEM SPIKE-RUSH,Cyperaceae,208.00,FACW+,sedge,PE,full,ELCO2,P,MO,native,OBL,FACW,FACW,,
Eleocharis elliptica,ELEELL,Kunth,7,syn,YELLOW-SEEDED SPIKE-RUSH,Cyperaceae,,(FACW+),sedge,PE,full,ELEL4,,MO,native,FACW,OBL,OBL,,
Eleocharis engelmannii,ELEENG,Steud.,9,syn,ENGELMANN'S SPIKE-RUSH,Cyperaceae,209.00,FACW+,sedge,AN,full,ELEN,E,MO,native,FACW,FACW,FACW,,
Eleocharis erythropoda,ELEERY,Steud.,4,syn,RED-FOOTED SPIKE-RUSH,Cyperaceae,210.00,OBL,sedge,PE,full,ELER,,MO,native,,,,,
Eleocharis flavescens (Poir.) Urban var. olivacea,ELEFLAO,(Torr.) Gleason,8,syn,OLIVACEOUS SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELOLO,T,MO,native,OBL,,OBL,,
Eleocharis flavescens var. olivacea,ELEFLAO,(Torr.) Gleason,8,,OLIVACEOUS SPIKE-RUSH,Cyperaceae,,,sedge,PE,full,,,,,,,,,MO
Eleocharis geniculata,ELEGEN,(L.) Roem. & Schult.,9,syn,CARIBBEAN SPIKE-RUSH,Cyperaceae,211.00,FACW,sedge,AN,full,ELGE,E,MO,native,,FACW,OBL,,
Eleocharis intermedia,ELEINT,Schult.,7,,MATTED SPIKE-RUSH,Cyperaceae,,FACW+,sedge,AN,full,ELIN,,MO,native,FACW,OBL,OBL,,
Eleocharis obtusa,ELEOBT,(Willd.) Schult.,1,,BLUNT SPIKE-RUSH,Cyperaceae,212.00,OBL,sedge,AN,full,ELOB2,,MO,native,OBL,OBL,OBL,,
Eleocharis ovata,ELEOVA,(Roth) Roem. & Schult.,9,,OVATE SPIKE-RUSH,Cyperaceae,,OBL,sedge,AN,full,ELOV,E,MO,native,OBL,OBL,OBL,syn. Eleocharis obtusa var. ovata AND var. heuseri,
Eleocharis palustris,ELEPAL,Britton,5,syn,SMALL'S SPIKE-RUSH,Cyperaceae,213.00,OBL,sedge,PE,full,ELPA3,,MO,native,OBL,OBL,OBL,,
Eleocharis parvula,ELEPAR,(Roem. & Schult.) Link,9,,LEAST SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELPA5,E,MO,native,OBL,OBL,OBL,,
Eleocharis quadrangulata,ELEQUA,(Michx.) Roem. & Schult.,4,,FOUR-ANGLED SPIKE-RUSH,Cyperaceae,214.00,OBL,sedge,PE,full,ELQU,,MO,native,OBL,OBL,OBL,,
Eleocharis quinqueflora,ELEQUI,(Hartmann) O. Scharz,10,,FEW-FLOWERED SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELQU2,T,MO,native,OBL,OBL,OBL,,
Eleocharis robbinsii,ELEROB,Oakes,10,,ROBBINS' SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELRO,E,MO,native,OBL,OBL,OBL,,
Eleocharis rostellata,ELEROS,(Torr.) Torr.,10,,WALKING SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELRO2,,MO,native,OBL,OBL,OBL,,
Eleocharis sp.,ELEOCH,R. Br.,,,SPIKE-RUSH,Cyperaceae,,ND,sedge,ND,full,ELEOC,,MO,,,,,,
Eleocharis tenuis (Willd.) Schult. var. verrucosa,ELETENV,(Svenson) Svenson,7,syn,VERRUCOSE SPIKE-RUSH,Cyperaceae,,(FACW+),sedge,PE,full,ELTEV,,MO,native,FACW,FACW,FACW,,
Eleocharis tenuis var. tenuis,ELETENT,(Willd.) Schult.,9,syn,SLENDER SPIKE-RUSH,Cyperaceae,215.00,FACW+,sedge,PE,full,ELTET,,MO,native,FACW,FACW,FACW,,
Eleocharis tenuis var. verrucosa,ELETENV,(Svenson) Svenson,7,,VERRUCOSE SPIKE-RUSH,Cyperaceae,,,sedge,PE,full,,,,,,,,,MO
Eleocharis wolfii,ELEWOL,(A. Gray) A. Gray ex Britton,9,,WOLF'S SPIKE-RUSH,Cyperaceae,,OBL,sedge,PE,full,ELWO,E,MO,native,OBL,OBL,OBL,,
Elephantopus carolinianus,ELPCAR,Raeusch.,4,,ELEPHANT'S-FOOT,Asteraceae,,FACU,forb,PE,shade,ELCA3,,DI,native,FACU,FAC,,,
Eleusine indica,ELEIND,(L.) Gaertn.,0,,GOOSE GRASS,Poaceae,,FACU-,grass,AN,advent,ELIN3,,MO,adventive,FACU,FACU,FACU,,
Ellisia nyctelea,ELLNYC,(L.) L.,0,,WATER-POD,Hydrophyllaceae,,FACU,forb,AN,advent,ELNY,,DI,adventive,FACU,FAC,FAC,,
Elodea canadensis,ELOCAN,Michx.,3,,COMMON WATERWEED,Hydrocharitaceae,,OBL,forb,PE,full,ELCA7,,MO,native,OBL,OBL,OBL,,
Elodea nuttallii,ELONUT,(Planch.) St. John,5,,NUTTALL'S WATERWEED,Hydrocharitaceae,,OBL,forb,PE,full,ELNU2,,MO,native,OBL,OBL,OBL,,
Elodea sp.,ELODEA,Michx.,,,WATERWEED,Hydrocharitaceae,,OBL,forb,PE,full,ELODE,,MO,,,,,,
Elymus canadensis,ELYCAN,L.,6,,CANADA WILD RYE,Poaceae,,FACU+,grass,PE,full,ELCA4,,MO,native,FACU,FACU,FACU,,
Elymus hystrix,ELYHYS,L.,4,syn,BOTTLEBRUSH GRASS,Poaceae,,UPL,grass,PE,shade,ELHY,,MO,native,UPL,FACU,FACU,,
Elymus macgregorii,ELYMAC,R. Brooks & J.J.N. Campb.,6,,MACGREGOR'S WILD RYE,Poaceae,541.00,(FACW),grass,PE,shade,,,MO,native,,,,,
Elymus riparius,ELYRIP,Wiegand,5,,RIVERBANK WILD RYE,Poaceae,,FACW,grass,PE,partial,ELRI,,MO,native,FACW,FACW,FACW,,
Elymus sp.,ELYMUS,L.,,,WILD RYE,Poaceae,,ND,grass,PE,ND,ELYMU,,MO,,,,,,
Elymus trachycaulus,ELYTRA,(Link) Gould ex Shinners,7,syn,BEARDED WHEAT GRASS,Poaceae,,FACU,grass,PE,partial,ELTR7,T,MO,native,FACU,FACU,FACU,,
Elymus villosus,ELYVIL,Muhl. ex Willd.,4,,HAIRY WILD RYE,Poaceae,,FACU-,grass,PE,partial,ELVI,,MO,native,FACU,FACU,FACU,,
Elymus virginicus,ELYVIR,L.,3,,VIRGINIA WILD RYE,Poaceae,216.00,FACW-,grass,PE,partial,ELVI3,,MO,native,FACW,FACW,FACW,,
Elytrigia repens,ELYREP,(L.) Desv. ex B.D. Jacks,0,syn,QUACKGRASS,Poaceae,,FACU-,grass,PE,advent,ELRE4,,MO,adventive,FACU,FACU,FACU,syn. Elymus repens,
Elytrigia smithii,ELYSMI,(Rydb.) Nevski,0,syn,WESTERN WHEAT GRASS,Poaceae,,(UPL),grass,PE,advent,PASM,,MO,adventive,UPL,FACU,FACU,syn. Pascopyrum smithii,
Elytrigia sp.,ELYTRI,Desv.,,,WHEAT GRASS,Poaceae,,ND,grass,PE,advent,,,MO,,,,,,
Epifagus virginiana,EPIVIR,(L.) Barton,10,,BEECH DROPS,Orobanchaceae,,(UPL),forb,AN,shade,EPVI2,,DI,native,,,,,
Epigaea repens,EPIREP,L.,8,,TRAILING ARBUTUS,Ericaceae,217.00,(UPL),shrub,W,shade,EPRE2,,DI,native,,,,,
Epilobium angustifolium,EPIANG,L.,7,,FIREWEED,Onagraceae,218.00,FAC,forb,PE,full,CHANC,E,DI,native,,,,,
